0	0.000000	1629
1	4305.942398	3134
2	4791.349557	2131
3	8261.185995	3731
4	8525.550823	754
5	14662.002197	2510
6	15026.756103	652
7	20807.056634	4332
8	22482.439740	188
9	22874.279327	4294
10	32507.266699	2256
11	32943.696432	4441
12	35123.503064	2725
13	48118.732520	640
14	50413.136071	969
15	53683.935419	3490
16	53870.674249	2116
17	55369.360426	2252
18	56446.967987	1737
19	60969.769282	4733
20	61263.932971	2024
21	62655.081439	160
22	63341.800661	4628
23	64711.789594	1688
24	77298.081375	3463
25	80350.190733	4445
26	95785.986116	341
27	100434.042912	1011
28	104046.596361	4263
29	105488.856898	204
30	112914.352868	4041
31	120921.888112	1077
32	123722.088449	2032
33	127707.041638	2625
34	128150.050848	3758
35	132865.423410	4953
36	137376.844232	1911
37	145203.361270	2782
38	146464.287691	895
39	148887.223303	1670
40	152814.577517	768
41	156766.153359	3595
42	158405.957959	1946
43	160899.992326	2335
44	168793.717504	1153
45	176094.642885	2794
46	177611.929006	2786
47	181000.072335	4839
48	182825.962396	781
49	187364.310065	2514
50	190493.618588	258
51	193874.728534	2365
52	195199.791340	1368
53	196909.017559	4081
54	199913.270869	4356
55	200534.030301	2620
56	207559.708382	2529
57	207866.920329	2706
58	210600.408661	2442
59	211990.031605	3348
60	212737.049980	3321
61	215664.388417	1847
62	219717.376329	2643
63	219975.412331	1037
64	221311.969892	2031
65	227486.676101	3708
66	228418.769919	4888
67	229221.888413	244
68	229606.671356	483
69	230696.399960	610
70	231105.204336	2284
71	232277.528487	3949
72	234602.968611	4196
73	238855.015619	4669
74	240502.494725	288
75	241582.463786	1804
76	243146.840806	2539
77	249660.399033	311
78	255200.390732	1246
79	257108.244521	3343
80	257915.699717	3220
81	258706.575563	839
82	259848.281487	4222
83	265467.604987	4951
84	265524.226084	3715
85	265969.670902	1944
86	267981.126417	882
87	270699.788506	3026
88	277129.400499	3040
89	278223.051602	3816
90	280196.565118	2866
91	280729.584454	826
92	287360.637528	3976
93	287915.316329	4458
94	294280.301265	2732
95	296519.013477	2002
96	299261.346152	4085
97	300436.039568	681
98	302676.649555	1762
99	308749.791155	4888
